-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 10/14/2022 through 11/14/2023 in LST,,,,,,,
Location: Latitude  12.9764   Longitude 77.5722 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 841.72 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,PRECTOTCORR,T2M,WS10M,RH2M
2022,11,5,12,0.08,25.7,4.71,57.77
2022,11,5,13,0.11,26.09,4.45,58.17
2022,11,5,14,0.17,26.01,4.25,59.84
2022,11,5,15,0.19,25.53,4.04,63.33
2022,11,5,16,0.4,24.34,3.37,71.67
2022,11,5,17,0.48,21.97,2.54,86.18
2022,11,5,18,0.71,20.92,2.63,90.34
2022,11,5,19,0.58,20.49,2.75,92.42
2022,11,5,20,0.57,19.95,2.89,94.56
2022,11,5,21,0.47,19.32,2.9,97.45
2022,11,5,22,0.42,18.73,2.76,100
2022,11,5,23,0.44,18.6,2.71,100
2022,11,6,0,0.39,18.44,2.61,100
2022,11,6,1,0.35,18.1,2.44,100
2022,11,6,2,0.36,17.73,2.33,100
2022,11,6,3,0.36,17.36,2.24,100
2022,11,6,4,0.31,17.06,2.24,100
2022,11,6,5,0.25,16.82,2.28,100
2022,11,6,6,0.23,17.37,3.04,97.89
2022,11,6,7,0.36,19.18,3.84,92.42
2022,11,6,8,0.5,21.63,4.55,82.52
2022,11,6,9,0.44,23.66,4.78,75.24
2022,11,6,10,0.49,24.89,4.66,71.55
2022,11,6,11,0.8,25.56,4.55,69.61
2022,11,6,12,1.2,25.8,4.52,69.12
2022,11,6,13,1.7,25.84,4.49,68.94
2022,11,6,14,1.66,25.49,4.52,69.24
2022,11,6,15,2.31,24.68,4.36,72.53
2022,11,6,16,1.92,23.48,3.67,79.79
2022,11,6,17,1.56,21.52,2.54,90.57
2022,11,6,18,0.84,20.44,2.58,93.67
2022,11,6,19,0.34,19.92,2.77,94.5
2022,11,6,20,0.1,19.27,2.71,95.84
2022,11,6,21,0.17,18.65,2.62,97.46
2022,11,6,22,0.29,17.98,2.48,99.55
2022,11,6,23,0.36,17.63,2.29,100
2022,11,7,0,0.39,17.39,2.04,99.89
2022,11,7,1,0.38,17.07,1.78,99.84
2022,11,7,2,0.39,16.71,1.67,99.89
2022,11,7,3,0.38,16.32,1.79,99.97
2022,11,7,4,0.36,16.01,2.11,99.7
2022,11,7,5,0.33,15.86,2.72,98.87
2022,11,7,6,0.25,16.05,3.58,96.88
2022,11,7,7,0.01,17.36,3.97,92.37
2022,11,7,8,0,19.96,4.63,79.61
2022,11,7,9,0,22.31,5.08,67.13
2022,11,7,10,0,23.86,4.89,61.18
2022,11,7,11,0,24.94,4.53,58.17
2022,11,7,12,0,25.58,4.18,57.04
2022,11,7,13,0,25.82,3.87,57.01
2022,11,7,14,0,25.73,3.65,57.54
2022,11,7,15,0,25.32,3.35,59.36
2022,11,7,16,0,24.2,2.78,65.78
2022,11,7,17,0,21.14,2.43,81.91
2022,11,7,18,0,19.53,2.64,84.92
2022,11,7,19,0,18.81,2.77,86.61
2022,11,7,20,0,18.2,2.84,88.29
2022,11,7,21,0,17.73,2.92,90.23
2022,11,7,22,0,17.41,3,92.78
2022,11,7,23,0,17.16,3,96.52
2022,11,8,0,0,16.86,2.86,100
2022,11,8,1,0,17.11,2.76,100
2022,11,8,2,0,17.26,2.56,100
2022,11,8,3,0,17.23,2.47,100
2022,11,8,4,0,17.15,2.5,100
2022,11,8,5,0,17.09,2.63,100
2022,11,8,6,0,17.74,3.53,97.63
2022,11,8,7,0,19.3,4.53,91.09
2022,11,8,8,0,21.19,4.93,84.15
2022,11,8,9,0,22.82,4.91,77.76
2022,11,8,10,0,23.87,4.51,73.72
2022,11,8,11,0,24.75,4.14,70.74
2022,11,8,12,0,25.41,3.83,68.65
2022,11,8,13,0,26.02,3.65,66.92
2022,11,8,14,0,26.01,3.65,66.74
2022,11,8,15,0,25.45,3.72,68.72
2022,11,8,16,0,24.21,3.21,76.03
2022,11,8,17,0,21.87,2.5,88.49
2022,11,8,18,0,20.71,2.64,91.59
2022,11,8,19,0,20.21,2.75,92.83
2022,11,8,20,0,19.74,2.75,94.12
2022,11,8,21,0,19.27,2.77,95.41
2022,11,8,22,0,18.67,2.74,97.86
2022,11,8,23,0,18.1,2.69,100
2022,11,9,0,0,18.07,2.7,100
2022,11,9,1,0,17.99,2.57,100
2022,11,9,2,0,17.78,2.41,100
2022,11,9,3,0,17.53,2.41,100
2022,11,9,4,0,17.28,2.46,100
2022,11,9,5,0,17.06,2.55,100
2022,11,9,6,0,17.73,3.39,97.98
2022,11,9,7,0,19.66,4.33,88.96
2022,11,9,8,0,21.99,4.68,78.17
2022,11,9,9,0,23.98,4.53,69.79
2022,11,9,10,0,25.3,3.98,65.35
2022,11,9,11,0,26.07,3.47,63.27
2022,11,9,12,0,26.51,3.03,62.53
2022,11,9,13,0,26.66,2.68,62.13
2022,11,9,14,0,26.54,2.57,62.32
2022,11,9,15,0,25.88,2.62,64.79
2022,11,9,16,0,24.69,2.32,72.64
2022,11,9,17,0,22.44,2.14,85.37
2022,11,9,18,0,21.17,2.22,89.78
2022,11,9,19,0,20.59,2.37,91.26
2022,11,9,20,0,20.11,2.51,92.84
2022,11,9,21,0,19.69,2.63,94.35
2022,11,9,22,0,19.3,2.74,95.75
2022,11,9,23,0,18.88,2.77,97.1
2022,11,10,0,0,18.34,2.67,99.48
2022,11,10,1,0,18.13,2.8,99.48
2022,11,10,2,0,17.92,2.88,99.06
2022,11,10,3,0,17.58,2.66,99.48
2022,11,10,4,0,17.24,2.52,99.93
2022,11,10,5,0,16.94,2.49,100
2022,11,10,6,0,17.32,3.29,97.24
2022,11,10,7,0,19.01,4.34,89.55
2022,11,10,8,0.1,21.32,4.79,77.99
2022,11,10,9,0.19,23.37,4.63,69.13
2022,11,10,10,0.35,24.92,4.27,64.41
2022,11,10,11,0.58,26.01,3.96,61.94
2022,11,10,12,0.87,26.65,3.76,60.73
2022,11,10,13,1.25,26.83,3.65,60.44
2022,11,10,14,1.32,26.5,3.56,61.43
2022,11,10,15,2.01,25.71,3.37,65.19
2022,11,10,16,2.78,24.43,2.8,73.69
2022,11,10,17,3.28,22.21,2.2,87.4
2022,11,10,18,3.05,21.12,2.3,93.27
2022,11,10,19,2.39,20.8,3.01,95.25
2022,11,10,20,1.82,20.68,3.39,96.23
2022,11,10,21,0.79,20.54,3.93,96.14
2022,11,10,22,0.28,20.17,5.27,95.39
2022,11,10,23,0.1,19.58,5.62,94.93
2022,11,11,0,0.06,19.03,4.82,96.06
2022,11,11,1,0.06,18.7,4.45,96.7
2022,11,11,2,0.05,18.51,4.17,97.05
2022,11,11,3,0.04,18.36,3.89,97.33
2022,11,11,4,0.1,18.26,3.93,97.34
2022,11,11,5,0.48,18.21,4.22,97.02
2022,11,11,6,1.9,18.47,4.8,95.8
2022,11,11,7,5.94,19.56,6.08,91.14
2022,11,11,8,37.5,20.71,6.69,85.27
2022,11,11,9,44.41,21.84,6.66,79.23
2022,11,11,10,31.19,22.79,6.79,74.78
2022,11,11,11,14.87,23.75,7.04,71.49
2022,11,11,12,6.89,23.92,6.51,70.92
2022,11,11,13,2.53,23.26,5.34,73.47
2022,11,11,14,0.89,22.46,4.56,76.8
2022,11,11,15,0.68,21.62,4.26,81.15
2022,11,11,16,0.84,20.62,3.97,87.44
2022,11,11,17,0.99,19.61,4.44,91.38
2022,11,11,18,1.05,18.99,4.97,92.48
2022,11,11,19,1.12,18.58,4.97,93.5
2022,11,11,20,1.36,18.45,5.97,93.15
2022,11,11,21,2.38,18.26,6.38,94.47
2022,11,11,22,5.56,18.2,5.78,95.82
2022,11,11,23,9.32,18.33,5.47,96.35
2022,11,12,0,12.43,18.54,5.56,96.58
2022,11,12,1,13.25,18.6,5.11,96.76
2022,11,12,2,10.04,18.54,4.61,97.1
2022,11,12,3,7.14,18.56,4.05,96.94
2022,11,12,4,4.42,18.6,4,96.88
2022,11,12,5,2.7,18.54,4.22,96.81
2022,11,12,6,2.83,18.7,4.91,96.12
2022,11,12,7,2.47,19.1,5.22,95.34
2022,11,12,8,57.23,19.73,5.58,94
2022,11,12,9,26.81,20.55,5.85,91.82
2022,11,12,10,16.7,21.65,5.88,88.64
2022,11,12,11,15.01,22.57,5.73,84.77
2022,11,12,12,10.32,23.26,5.43,81.42
2022,11,12,13,6.51,23.79,5.26,78.59
2022,11,12,14,5.14,24.4,5.47,75.87
2022,11,12,15,7.15,24.13,5.47,76.29
2022,11,12,16,14.27,23.02,4.42,82.89
2022,11,12,17,13.12,21.09,2.85,92.52
2022,11,12,18,15.55,19.95,2.67,95.96
2022,11,12,19,7.03,19.46,2.71,97.37
2022,11,12,20,6.03,19.08,2.67,98.39
2022,11,12,21,6.45,18.92,2.63,98.54
2022,11,12,22,7.5,18.85,2.77,98.34
2022,11,12,23,7.66,18.73,2.89,98.14
2022,11,13,0,7.81,18.49,2.88,98.25
2022,11,13,1,7.64,18.16,2.85,98.27
2022,11,13,2,7.66,17.82,2.85,98.13
2022,11,13,3,7.85,17.49,2.78,98.21
2022,11,13,4,7.74,17.22,2.63,98.33
2022,11,13,5,9.86,17.03,2.56,98.34
2022,11,13,6,21.51,17.37,3.28,97.42
2022,11,13,7,52.63,18.95,4.05,94.43
2022,11,13,8,1.92,21.24,5.14,88.41
2022,11,13,9,2.26,23.22,5.77,79.99
2022,11,13,10,1.83,24.54,5.83,74.28
2022,11,13,11,1.01,25.24,5.81,71.27
2022,11,13,12,0.8,25.46,5.77,70.19
2022,11,13,13,0.93,25.37,5.74,70.21
2022,11,13,14,0.87,25.03,5.67,70.84
2022,11,13,15,0.88,24.49,5.5,72.55
2022,11,13,16,0.71,23.35,4.5,79.49
2022,11,13,17,0.54,21.41,2.79,90.92
2022,11,13,18,0.35,20.31,2.74,95.07
2022,11,13,19,0.33,19.79,2.67,97.39
2022,11,13,20,0.5,19.29,2.37,99.96
2022,11,13,21,0.67,19.17,2.28,100
2022,11,13,22,0.57,19.13,2.21,99.86
2022,11,13,23,0.53,18.97,2.06,99.96
2022,11,14,0,0.5,18.81,1.9,99.84
2022,11,14,1,0.49,18.55,1.76,100
2022,11,14,2,0.38,18.34,1.66,100
2022,11,14,3,0.34,18.16,1.59,99.96
2022,11,14,4,0.29,18,1.55,99.81
2022,11,14,5,0.2,17.69,1.58,100
2022,11,14,6,0.13,18.28,1.8,98.03
2022,11,14,7,0.13,19.85,2.57,93.1
2022,11,14,8,1.28,21.66,3.3,86.81
2022,11,14,9,2.08,23.22,3.6,80.39
2022,11,14,10,3.26,24.42,3.64,75.51
2022,11,14,11,4.05,25.06,3.59,72.52
2022,11,14,12,4.63,25.56,3.54,70.54
2022,11,14,13,5.5,25.73,3.4,69.67
2022,11,14,14,2.89,25.68,3.28,69.44
2022,11,14,15,2.31,25.21,3.07,71.44
2022,11,14,16,1.86,24.06,2.44,79.07
2022,11,14,17,1.16,22.13,2.02,89.62
2022,11,14,18,0.44,21.07,1.99,93.14
2022,11,14,19,0.54,20.57,2.01,94.46
2022,11,14,20,1.64,20.2,2.11,95.55
2022,11,14,21,2.17,20.01,2.45,96.29
2022,11,14,22,2.54,19.9,3.07,96.8
2022,11,14,23,2.87,19.78,3.37,97.34
2022,11,15,0,3.21,19.52,2.92,98.08
2022,11,15,1,3.53,19.24,2.61,98.36
2022,11,15,2,3.47,18.94,2.25,98.61
2022,11,15,3,3.03,18.61,1.84,99.05
2022,11,15,4,2.85,18.4,1.65,99.06
2022,11,15,5,3.08,18.25,1.62,99.04
2022,11,15,6,2.93,18.77,1.78,98.23
2022,11,15,7,4.24,19.92,2.94,95.2
2022,11,15,8,0,21.12,3.63,90.47
2022,11,15,9,0,22.86,3.59,82.24
2022,11,15,10,0,24.72,3.2,73.25
2022,11,15,11,0,25.84,2.77,68.8
2022,11,15,12,0,26.44,2.47,66.45
2022,11,15,13,0,26.65,2.21,65.32
2022,11,15,14,0,26.37,2.13,65.39
2022,11,15,15,0,25.62,2.14,68.21
2022,11,15,16,0,24.26,2.01,76.01
2022,11,15,17,0,22.42,1.8,88.41
2022,11,15,18,0,21.37,1.96,91.43
2022,11,15,19,0,20.73,2.1,93.05
2022,11,15,20,0,20.23,2.23,94.55
2022,11,15,21,0,19.79,2.33,96.04
2022,11,15,22,0,19.34,2.26,97.69
2022,11,15,23,0,18.85,2.02,99.84
2022,11,16,0,0,18.52,1.9,100
2022,11,16,1,0,18.31,1.88,100
2022,11,16,2,0,18.08,1.88,100
2022,11,16,3,0,17.88,1.87,100
2022,11,16,4,0,17.74,1.89,100
2022,11,16,5,0,17.57,1.92,100
2022,11,16,6,0,18.16,2.27,99.31
2022,11,16,7,0,19.8,3.2,91.99
2022,11,16,8,0,21.45,3.17,84.21
2022,11,16,9,0,23.2,2.92,76.37
2022,11,16,10,0,24.3,2.7,71.92
2022,11,16,11,0,25.26,2.68,68.93
2022,11,16,12,0,25.91,2.84,66.64
2022,11,16,13,0,26.23,3.1,64.65
2022,11,16,14,0,26.08,3.37,63.94
2022,11,16,15,0,25.52,3.44,65.51
2022,11,16,16,0,24.3,2.97,72
2022,11,16,17,0,21.45,2.53,85.89
2022,11,16,18,0,20,2.73,88.84
2022,11,16,19,0,19.25,2.86,90.3
2022,11,16,20,0,18.51,2.93,91.98
2022,11,16,21,0,17.87,2.82,93.51
2022,11,16,22,0,17.24,2.65,95.49
2022,11,16,23,0,16.6,2.53,98.08
2022,11,17,0,0,16,2.48,100
2022,11,17,1,0,15.46,2.45,100
2022,11,17,2,0,14.99,2.47,100
2022,11,17,3,0,14.58,2.49,100
2022,11,17,4,0,14.53,2.44,100
2022,11,17,5,0,14.58,2.48,100
2022,11,17,6,0,15.32,3.21,99.91
2022,11,17,7,0,17.13,3.72,90.88
2022,11,17,8,0,19.89,3.99,76.43
2022,11,17,9,0,22.27,4.4,61.98
2022,11,17,10,0,23.69,4.29,55.15
2022,11,17,11,0,24.62,4.1,51.92
2022,11,17,12,0,25.2,3.89,49.87
2022,11,17,13,0,25.4,3.71,48.84
2022,11,17,14,0,25.16,3.59,49.61
2022,11,17,15,0,24.49,3.45,51.68
2022,11,17,16,0,22.65,2.86,63.36
2022,11,17,17,0,18.91,2.7,80.3
2022,11,17,18,0,17.21,2.95,81.73
2022,11,17,19,0,16.38,2.94,82.63
2022,11,17,20,0,15.7,2.85,82.66
2022,11,17,21,0,15.1,2.7,82.25
2022,11,17,22,0,14.51,2.58,81.95
2022,11,17,23,0,13.91,2.54,82.31
2022,11,18,0,0,13.3,2.55,83.39
2022,11,18,1,0,12.72,2.62,85.08
2022,11,18,2,0,12.21,2.75,87.24
2022,11,18,3,0,11.84,2.87,89.94
2022,11,18,4,0,11.59,2.93,92.66
2022,11,18,5,0,11.47,2.96,95.63
2022,11,18,6,0,12.48,2.78,94.18
2022,11,18,7,0,16.2,3.72,81.37
2022,11,18,8,0,19.14,3.81,70.47
2022,11,18,9,0,21.61,3.73,59.25
2022,11,18,10,0,23.23,3.32,52.95
2022,11,18,11,0,24.34,3.18,50.05
2022,11,18,12,0,25.02,3.21,48.46
2022,11,18,13,0,25.29,3.31,47.81
2022,11,18,14,0,24.96,3.48,49.37
2022,11,18,15,0,24.25,3.4,51.46
2022,11,18,16,0,22.39,2.75,63.41
2022,11,18,17,0,18.53,2.66,81.07
2022,11,18,18,0,16.86,2.97,83.19
2022,11,18,19,0,16.25,2.96,84.77
2022,11,18,20,0,15.76,2.98,85.98
2022,11,18,21,0,15.03,3.02,87.49
2022,11,18,22,0,14.35,3.02,89.44
2022,11,18,23,0,13.96,3.04,92.07
2022,11,19,0,0,13.86,3.09,95.66
2022,11,19,1,0,13.9,3.12,99.75
2022,11,19,2,0,13.77,2.98,100
2022,11,19,3,0,13.82,2.88,100
2022,11,19,4,0,13.76,2.79,100
2022,11,19,5,0,13.52,2.71,100
2022,11,19,6,0,13.94,2.98,98.74
2022,11,19,7,0,16.16,3.76,88.83
2022,11,19,8,0,18.98,4.85,74.24
2022,11,19,9,0,20.83,5.1,64.6
2022,11,19,10,0,22.25,4.71,58.85
2022,11,19,11,0,23.29,4.26,55.33
2022,11,19,12,0,23.96,3.85,53.12
2022,11,19,13,0,24.23,3.57,52.12
2022,11,19,14,0,24.04,3.43,52.45
2022,11,19,15,0,23.42,3.28,54.95
2022,11,19,16,0,21.82,2.78,64.97
2022,11,19,17,0,18.24,2.6,82.19
2022,11,19,18,0,16.84,2.79,84
2022,11,19,19,0,16.22,2.72,85.46
2022,11,19,20,0,15.63,2.64,86.65
2022,11,19,21,0,15.12,2.54,87.6
2022,11,19,22,0,14.81,2.38,88.22
2022,11,19,23,0,14.51,2.18,88.41
2022,11,20,0,0,14.1,2.03,87.93
2022,11,20,1,0,13.59,1.94,87.92
2022,11,20,2,0,13.18,2.01,89.69
2022,11,20,3,0,12.78,2.22,91.79
2022,11,20,4,0,12.45,2.43,93.15
2022,11,20,5,0,12.14,2.61,94.01
2022,11,20,6,0,12.84,2.46,92.4
2022,11,20,7,0,16.09,3.18,79.23
2022,11,20,8,0,18.76,3.57,68.23
2022,11,20,9,0,20.92,3.92,60.55
2022,11,20,10,0,22.24,3.75,57.6
2022,11,20,11,0,23.15,3.26,55.21
2022,11,20,12,0,23.69,2.79,53.83
2022,11,20,13,0,23.5,2.55,54.35
2022,11,20,14,0,22.89,2.67,57.04
2022,11,20,15,0,22.04,2.73,62.74
2022,11,20,16,0,20.42,2.39,75.84
2022,11,20,17,0,18.07,2.42,84.56
2022,11,20,18,0,17.09,2.5,86.12
2022,11,20,19,0,16.53,2.52,86.97
2022,11,20,20,0,16.03,2.54,87.44
2022,11,20,21,0,15.54,2.52,87.7
2022,11,20,22,0,14.77,2.52,87.21
2022,11,20,23,0,14.09,2.52,86.49
2022,11,21,0,0,13.67,2.47,85.76
2022,11,21,1,0,13.38,2.44,85.25
2022,11,21,2,0,13.14,2.47,85.29
2022,11,21,3,0,13.09,2.47,86.14
2022,11,21,4,0,12.98,2.49,87.18
2022,11,21,5,0,12.89,2.47,88.94
2022,11,21,6,0,13.41,2.26,90.59
2022,11,21,7,0,15.62,2.87,84.01
2022,11,21,8,0.03,17.03,3.49,81.16
2022,11,21,9,0.05,18.87,3.99,78.58
2022,11,21,10,0.08,20.1,4.3,76.31
2022,11,21,11,0.09,20.51,4.19,76.81
2022,11,21,12,0.09,20.63,3.95,78.51
2022,11,21,13,0.08,20.69,3.86,79.67
2022,11,21,14,0.07,20.61,3.62,80.62
2022,11,21,15,0.06,20.08,3.17,83.79
2022,11,21,16,0.05,19.41,2.47,88.85
2022,11,21,17,0.04,18.18,1.76,95.46
2022,11,21,18,0.02,17.51,1.9,97.1
2022,11,21,19,0.01,17.25,2.02,97.68
2022,11,21,20,0.01,17.09,2.16,98.13
2022,11,21,21,0.01,16.89,2.24,98.72
2022,11,21,22,0,16.64,2.22,99.43
2022,11,21,23,0,16.34,2.08,100
2022,11,22,0,0,16.18,1.97,100
2022,11,22,1,0,16.1,1.97,100
2022,11,22,2,0,16.02,1.97,100
2022,11,22,3,0,16.02,2.02,100
2022,11,22,4,0,16.05,2.02,100
2022,11,22,5,0,16.06,2,100
2022,11,22,6,0.01,16.73,2.25,99.23
2022,11,22,7,0,18.46,2.89,93.4
2022,11,22,8,0.42,21.25,3.27,85.48
2022,11,22,9,2.91,23.39,3.63,77.9
2022,11,22,10,3.11,24.6,3.58,72.72
2022,11,22,11,3.61,25.32,3.25,69.76
2022,11,22,12,6.3,25.8,3.1,67.68
2022,11,22,13,7.94,25.49,3.13,68.35
2022,11,22,14,7.12,24.46,3.19,73.7
2022,11,22,15,5.92,23.43,3,80.22
2022,11,22,16,4.92,22.37,2.56,87.07
2022,11,22,17,5.76,20.89,2.09,93.47
2022,11,22,18,7.12,20.08,2.21,94.9
2022,11,22,19,8.23,19.64,2.23,95.85
2022,11,22,20,9.09,19.29,2.2,96.92
2022,11,22,21,8.66,18.96,2.12,98.1
2022,11,22,22,7.61,18.71,2.04,99.02
2022,11,22,23,6.39,18.62,1.99,99.34
2022,11,23,0,5.48,18.51,1.98,99.49
2022,11,23,1,6.68,18.42,2,99.44
2022,11,23,2,7.31,18.29,1.97,99.38
2022,11,23,3,8.33,18.1,1.94,99.38
2022,11,23,4,8.38,18.01,1.92,99.2
2022,11,23,5,8.35,18,1.85,98.91
2022,11,23,6,7.93,18.58,1.73,98.29
2022,11,23,7,7.91,20.15,2.12,95.42
2022,11,23,8,4.6,21.75,2.36,90.86
2022,11,23,9,5.28,23.39,2.91,83.18
2022,11,23,10,7.03,25.05,3.23,74.16
2022,11,23,11,7.78,26.1,3.15,69.26
2022,11,23,12,8.84,26.59,3.13,67.21
2022,11,23,13,9.17,26.37,3.22,68.04
2022,11,23,14,7.83,25.78,3.23,70.91
2022,11,23,15,8.8,25,3.25,75.32
2022,11,23,16,8.02,23.81,2.92,82.43
2022,11,23,17,8.39,21.9,2.45,91.72
2022,11,23,18,9.14,20.97,2.72,94.37
2022,11,23,19,8.45,20.5,3.06,95.48
2022,11,23,20,8.17,20,3.05,96.87
2022,11,23,21,8.93,19.48,2.79,98.35
2022,11,23,22,8.44,19.16,2.51,99.01
2022,11,23,23,6.85,19.01,2.38,99.18
2022,11,24,0,4.37,18.86,2.26,99.27
2022,11,24,1,2.71,18.71,2.22,99.27
2022,11,24,2,2.02,18.6,2.28,99.23
2022,11,24,3,1.76,18.59,2.4,99.08
2022,11,24,4,1.66,18.56,2.48,98.96
2022,11,24,5,1.67,18.45,2.5,99.03
2022,11,24,6,1.68,19,2.99,98.14
2022,11,24,7,2.18,20.51,3.95,95.39
2022,11,24,8,3.83,22.03,4.27,87.93
2022,11,24,9,3.01,23.57,4.09,76.31
2022,11,24,10,2.08,24.86,4.01,68.32
2022,11,24,11,1.97,25.81,3.93,64.76
2022,11,24,12,1.92,26.36,3.9,63.5
2022,11,24,13,1.98,26.52,4.05,63.68
2022,11,24,14,2.28,26.26,4.27,65.23
2022,11,24,15,2.87,25.46,4.27,69.46
2022,11,24,16,3.02,24.06,3.64,78.8
2022,11,24,17,2.27,22.02,2.82,90.26
2022,11,24,18,3.2,20.99,3.06,94.26
2022,11,24,19,2.31,20.52,3.39,96.33
2022,11,24,20,1.77,20.18,3.59,97.64
2022,11,24,21,1.67,19.96,3.67,98.07
2022,11,24,22,2.24,19.75,3.63,98.08
2022,11,24,23,2.35,19.54,3.62,98
2022,11,25,0,1.98,19.34,3.6,98.01
2022,11,25,1,2.03,19.1,3.38,98.19
2022,11,25,2,1.86,18.76,2.88,98.52
2022,11,25,3,1.51,18.3,2.42,99.04
2022,11,25,4,1.18,17.91,2.19,99.34
2022,11,25,5,0.92,17.56,2.09,99.45
2022,11,25,6,0.75,17.92,2.55,98.35
2022,11,25,7,0.45,19.28,3.44,94.61
2022,11,25,8,0.06,21.02,3.66,86.36
2022,11,25,9,0.09,23.25,3.98,73.36
2022,11,25,10,0.21,24.86,4.05,66.89
2022,11,25,11,0.31,25.78,3.87,65.15
2022,11,25,12,0.45,26.2,3.7,64.94
2022,11,25,13,0.33,26.33,3.63,64.97
2022,11,25,14,0.21,26.2,3.54,65.22
2022,11,25,15,0.14,25.75,3.39,66.71
2022,11,25,16,0.22,24.66,2.76,73.16
2022,11,25,17,0.07,22.24,2.29,86.59
2022,11,25,18,0.1,21.04,2.46,89.59
2022,11,25,19,0.07,20.44,2.57,91.22
2022,11,25,20,0.14,19.92,2.79,93.38
2022,11,25,21,0.27,19.48,3.12,96.37
2022,11,25,22,0.31,19.12,3.18,99.52
2022,11,25,23,0.37,19.07,3.05,99.99
2022,11,26,0,0.4,18.94,2.74,100
2022,11,26,1,0.34,18.73,2.52,100
2022,11,26,2,0.25,18.42,2.23,100
2022,11,26,3,0.23,18.11,2.08,100
2022,11,26,4,0.22,17.84,2.04,100
2022,11,26,5,0.21,17.6,2.04,100
2022,11,26,6,0.2,18.31,2.09,99.96
2022,11,26,7,0.07,20.34,2.88,92.65
2022,11,26,8,0,22.14,2.7,83.33
2022,11,26,9,0,24.02,2.66,72.52
2022,11,26,10,0,25.48,2.8,65.18
2022,11,26,11,0,26.44,2.93,61.26
2022,11,26,12,0,27,3,59.24
2022,11,26,13,0,27.2,2.97,58.45
2022,11,26,14,0,27,2.96,58.85
2022,11,26,15,0,26.4,2.94,61.38
2022,11,26,16,0,25.12,2.59,68.68
2022,11,26,17,0,22.04,2.36,84.7
2022,11,26,18,0,20.79,2.57,87.31
2022,11,26,19,0,20.39,2.61,88.83
2022,11,26,20,0,19.78,2.66,91.34
2022,11,26,21,0,19.07,2.68,94.68
2022,11,26,22,0,18.32,2.69,100
2022,11,26,23,0,18.12,2.67,100
2022,11,27,0,0,18.16,2.51,100
2022,11,27,1,0,17.95,2.23,100
2022,11,27,2,0,17.74,2.06,100
2022,11,27,3,0,17.55,1.99,100
2022,11,27,4,0,17.43,1.88,100
2022,11,27,5,0,17.38,1.78,100
2022,11,27,6,0,18.09,1.63,100
2022,11,27,7,0,20.37,2.17,91.04
2022,11,27,8,0.01,22.25,1.91,81.17
2022,11,27,9,0,24.3,1.51,71.43
2022,11,27,10,0.01,25.74,1.41,66.56
2022,11,27,11,0.01,26.68,1.3,64.06
2022,11,27,12,0.02,27.28,1.11,62.4
2022,11,27,13,0.04,27.53,1,61.09
2022,11,27,14,0.04,27.46,1.08,60.32
2022,11,27,15,0.02,26.99,1.24,61.55
2022,11,27,16,0.03,26.11,1.31,66.47
2022,11,27,17,0.03,24.06,1.45,78.27
2022,11,27,18,0.05,22.53,1.84,83.57
2022,11,27,19,0.04,21.53,2.21,87.26
2022,11,27,20,0.06,20.69,2.39,89.73
2022,11,27,21,0.07,20.09,2.41,92.14
2022,11,27,22,0.1,19.64,2.44,94.34
2022,11,27,23,0.09,19.12,2.47,97.13
2022,11,28,0,0.08,18.69,2.39,100
2022,11,28,1,0.08,18.49,2.16,100
2022,11,28,2,0.09,18.39,1.96,100
2022,11,28,3,0.07,18.1,1.9,100
2022,11,28,4,0.07,17.93,1.85,100
2022,11,28,5,0.08,17.81,1.76,100
2022,11,28,6,0.08,18.44,1.68,99.33
2022,11,28,7,0.07,20.48,2.2,92.32
2022,11,28,8,0.01,22.63,1.97,83.78
2022,11,28,9,0.01,24.5,0.9,74.44
2022,11,28,10,0.02,25.65,0.36,69.04
2022,11,28,11,0.02,26.68,0.79,65.11
2022,11,28,12,0.03,27.32,1.11,62.6
2022,11,28,13,0.03,27.47,1.45,61.68
2022,11,28,14,0.03,27.33,1.78,61.55
2022,11,28,15,0.02,26.78,2.03,63.49
2022,11,28,16,0.02,25.6,1.95,71.27
2022,11,28,17,0.02,23.33,1.96,84.43
2022,11,28,18,0.03,22.09,2.15,88.68
2022,11,28,19,0.04,21.42,2.31,90.09
2022,11,28,20,0.06,20.81,2.51,92.05
2022,11,28,21,0.08,20.29,2.62,94.4
2022,11,28,22,0.08,19.79,2.69,96.9
2022,11,28,23,0.08,19.32,2.76,99.67
2022,11,29,0,0.07,19.21,3.03,99.59
2022,11,29,1,0.06,19.07,3.05,99.15
2022,11,29,2,0.04,18.77,2.77,99.52
2022,11,29,3,0.04,18.47,2.63,100
2022,11,29,4,0.04,18.24,2.65,99.59
2022,11,29,5,0.03,18.07,2.62,99.24
